Rent_price,Bedrooms,Square_meters,Garage,Bathrooms,City,Neighborhood
4.000,3,120,2,3,Uberlândia,Tubalina
9.300,5,400,2,5,Uberlândia,Cidade Jardim
3.300,3,223,2,2,Uberlândia,Vigilato Pereira
12.000,4,535,5,3,Uberlândia,Morada do Sol
20.000,3,530,0,2,Uberlândia,Lídice
7.000,4,379,5,5,Uberlândia,Cidade Jardim
3.800,4,180,1,1,Uberlândia,Tabajaras
700,2,45,0,1,Uberlândia,Bom Jesus
1.300,3,90,1,2,Uberlândia,Taiaman
3.500,5,210,3,3,Uberlândia,Alto Umuarama
12.000,4,320,4,5,Uberlândia,Vigilato Pereira
4.000,3,184,2,2,Uberlândia,Lídice
4.500,4,250,1,4,Uberlândia,Lídice
1.500,2,105,1,2,Uberlândia,Osvaldo Rezende
28.000,3,355,4,5,Uberlândia,Jardim Sul
13.000,5,366,2,5,Uberlândia,Jardim Karaíba
15.500,4,390,4,5,Uberlândia,Morada da Colina
9.000,5,261,4,3,Uberlândia,Santa Mônica
5.200,5,300,3,3,Uberlândia,Osvaldo Rezende
3.500,3,81,0,3,Uberlândia,Bosque dos Buritis
2.000,2,120,2,1,Uberlândia,Nossa Senhora Aparecida
6.000,1,133,0,2,Uberlândia,Luizote de Freitas
12.000,4,244,2,3,Uberlândia,Martins
4.500,3,200,4,2,Uberlândia,Santa Mônica
5.000,1,220,0,3,Uberlândia,Lídice
4.000,2,91,0,2,Uberlândia,Martins
9.000,3,400,4,4,Uberlândia,Cidade Jardim
13.000,3,240,3,4,Uberlândia,Laranjeiras
8.000,3,400,4,2,Uberlândia,Umuarama
3.500,3,200,2,2,Uberlândia,Custódio Pereira
6.000,3,210,2,3,Uberlândia,Alto Umuarama
5.000,1,130,0,1,Uberlândia,Fundinho
3.500,1,100,0,2,Uberlândia,Fundinho
18.000,4,534,5,2,Uberlândia,Morada da Colina
7.000,4,290,2,2,Uberlândia,Jardim Karaíba
16.000,3,600,4,3,Uberlândia,Jardim Patrícia
7.000,3,250,4,2,Uberlândia,Fundinho
7.000,5,156,4,3,Uberlândia,Saraiva
8.000,4,330,4,5,Uberlândia,Cidade Jardim
20.000,4,393,4,3,Uberlândia,Morada da Colina
9.000,3,311,2,2,Uberlândia,Morada da Colina
1.300,3,70,1,1,Uberlândia,Martins
5.500,1,170,0,3,Uberlândia,Lídice
850,1,50,0,1,Uberlândia,Lídice
12.000,1,350,5,3,Uberlândia,Brasil
27.000,1,450,0,5,Uberlândia,Cidade Jardim
13.500,3,465,2,5,Uberlândia,Morada da Colina
15.000,1,273,0,2,Uberlândia,Aclimação
4.000,3,93,2,2,Uberlândia,Laranjeiras
9.500,4,500,4,5,Uberlândia,Morada da Colina
8.800,4,347,2,3,Uberlândia,Cazeca
7.300,3,311,0,4,Uberlândia,Brasil
18.000,4,333,3,3,Uberlândia,Jardim Karaíba
5.000,5,280,3,5,Uberlândia,Nossa Senhora Aparecida
6.000,3,196,2,3,Uberlândia,Cazeca
3.500,3,239,0,2,Uberlândia,Saraiva
7.000,3,200,2,2,Uberlândia,Umuarama
4.500,3,193,2,3,Uberlândia,Nossa Senhora das Graças
20.000,4,600,5,3,Uberlândia,Lídice
12.000,4,371,5,3,Uberlândia,Cidade Jardim
5.500,3,240,2,2,Uberlândia,Vigilato Pereira
800,2,70,0,1,Uberlândia,Martins
6.000,3,413,4,2,Uberlândia,Vigilato Pereira
1.500,3,155,1,1,Uberlândia,Lídice
7.500,3,250,2,4,Uberlândia,Presidente Roosevelt
1.300,2,80,0,1,Uberlândia,Fundinho
45.000,1,1100,0,2,Uberlândia,Lídice
4.800,4,338,3,3,Uberlândia,Centro
3.500,3,120,2,2,Uberlândia,Santa Mônica
2.200,3,110,2,2,Uberlândia,Tibery
10.000,4,500,4,4,Uberlândia,Brasil
4.500,3,295,3,2,Uberlândia,Brasil
18.000,4,554,4,3,Uberlândia,Jardim Karaíba
2.200,1,70,1,1,Uberlândia,Morada da Colina
2.600,2,120,2,2,Uberlândia,Morada da Colina
11.000,5,300,2,2,Uberlândia,Centro
6.000,3,450,5,5,Uberlândia,Jardim Inconfidência
5.000,4,286,4,3,Uberlândia,Santa Mônica
850,1,30,0,2,Uberlândia,Marta Helena
4.800,4,230,4,3,Uberlândia,Lídice
5.000,1,240,0,3,Uberlândia,Nossa Senhora Aparecida
5.300,4,260,4,3,Uberlândia,Tabajaras
10.000,5,390,4,5,Uberlândia,Jardim Karaíba
12.000,1,500,4,4,Uberlândia,Lídice
20.000,1,380,3,5,Uberlândia,Centro
8.000,5,250,2,5,Uberlândia,Fundinho
5.200,3,188,3,2,Uberlândia,Jardim Inconfidência
5.000,4,283,1,2,Uberlândia,Centro
7.000,5,455,2,5,Uberlândia,Santa Mônica
15.000,1,379,0,4,Uberlândia,Martins
80.000,1,832,5,2,Uberlândia,Centro
8.000,4,253,4,5,Uberlândia,Jardim Colina
7.500,5,385,5,3,Uberlândia,Presidente Roosevelt
15.000,5,450,0,5,Uberlândia,Martins
7.800,5,411,2,2,Uberlândia,Cidade Jardim
4.900,1,200,0,1,Uberlândia,Cazeca
16.000,4,345,5,4,Uberlândia,Morada da Colina
10.000,2,700,4,5,Uberlândia,Umuarama
8.000,3,325,2,4,Uberlândia,Fundinho
6.500,4,279,2,3,Uberlândia,Jardim Karaíba
12.000,4,308,2,3,Uberlândia,Nova Uberlândia
7.500,1,155,5,4,Uberlândia,Brasil
4.000,3,124,2,2,Uberlândia,Aclimação
5.000,5,711,5,2,Uberlândia,Martins
1.400,2,70,1,1,Uberlândia,Nossa Senhora Aparecida
6.700,3,170,2,3,Uberlândia,Bosque dos Buritis
8.000,2,132,0,1,Uberlândia,Centro
4.800,1,379,5,2,Uberlândia,Nossa Senhora Aparecida
13.000,1,400,0,2,Uberlândia,Nossa Senhora Aparecida
8.000,5,145,2,3,Uberlândia,Nossa Senhora Aparecida
8.000,3,280,2,3,Uberlândia,Cidade Jardim
25.000,1,1000,0,4,Uberlândia,Centro
4.000,3,190,2,2,Uberlândia,Cidade Jardim
3.500,1,110,0,2,Uberlândia,Centro
80.000,1,1600,0,5,Uberlândia,Centro
8.000,3,262,4,3,Uberlândia,Jardim Karaíba
7.000,3,388,0,2,Uberlândia,Martins
700,1,45,0,1,Uberlândia,Pacaembu
6.500,3,123,2,3,Uberlândia,Bosque dos Buritis
3.500,1,80,0,2,Uberlândia,Segismundo Pereira
48.000,1,900,5,2,Uberlândia,Brasil
8.000,1,420,0,4,Uberlândia,Martins
14.500,3,347,3,4,Uberlândia,Gávea
6.000,3,200,2,2,Uberlândia,Jardim Karaíba
4.500,1,250,1,3,Uberlândia,Brasil
5.300,3,200,2,3,Uberlândia,Jardim Inconfidência
12.000,5,470,0,5,Uberlândia,Fundinho
4.950,3,283,4,4,Uberlândia,Daniel Fonseca
4.000,4,320,3,2,Uberlândia,Osvaldo Rezende
4.500,3,190,2,2,Uberlândia,Santa Mônica
7.000,1,160,0,2,Uberlândia,Osvaldo Rezende
3.500,3,240,4,4,Uberlândia,Santa Mônica
3.500,3,180,2,2,Uberlândia,Jardim Patrícia
25.000,1,937,5,2,Uberlândia,Martins
12.000,3,479,2,3,Uberlândia,Centro
12.000,4,370,2,5,Uberlândia,Morada da Colina
3.300,3,200,3,2,Uberlândia,Santa Luzia
16.000,4,402,0,2,Uberlândia,Centro
4.400,1,180,0,4,Uberlândia,Segismundo Pereira
11.000,3,344,4,5,Uberlândia,Morada da Colina
4.000,4,150,2,3,Uberlândia,Nossa Senhora Aparecida
11.500,4,430,4,5,Uberlândia,Jardim Karaíba
20.000,3,436,5,4,Uberlândia,Morada da Colina
3.200,3,81,2,4,Uberlândia,Bosque dos Buritis
3.500,4,254,2,3,Uberlândia,Lídice
2.500,1,220,0,2,Uberlândia,Martins
5.900,3,180,4,5,Uberlândia,Jardim Karaíba
3.500,3,130,3,2,Uberlândia,Nossa Senhora Aparecida
3.500,4,250,0,2,Uberlândia,Minas Gerais
4.500,3,220,4,5,Uberlândia,Cidade Jardim
2.500,2,122,1,2,Uberlândia,Martins
25.000,4,600,3,5,Uberlândia,Nova Uberlândia
10.000,4,360,2,2,Uberlândia,Morada da Colina
4.800,3,200,2,3,Uberlândia,Vigilato Pereira
4.100,1,150,0,1,Uberlândia,Jardim das Palmeiras
850,2,44,0,1,Uberlândia,Lídice
12.000,3,220,2,5,Uberlândia,Aclimação
2.400,3,374,2,4,Uberlândia,Brasil
6.000,5,195,2,5,Uberlândia,Santa Rosa
9.500,1,250,0,2,Uberlândia,Nossa Senhora Aparecida
10.000,3,192,2,2,Uberlândia,Nova Uberlândia
3.800,1,180,0,1,Uberlândia,Centro
2.300,3,179,2,2,Uberlândia,Presidente Roosevelt
4.900,3,190,2,3,Uberlândia,Tabajaras
7.800,1,356,2,5,Uberlândia,Fundinho
14.000,3,270,2,4,Uberlândia,Laranjeiras
4.000,3,165,3,3,Uberlândia,Bosque dos Buritis
3.500,3,150,3,4,Uberlândia,Alto Umuarama
3.000,3,81,2,3,Uberlândia,Bosque dos Buritis
8.000,1,200,0,2,Uberlândia,Centro
18.500,1,300,3,5,Uberlândia,Fundinho
5.500,5,280,3,5,Uberlândia,Fundinho
3.500,3,81,0,3,Uberlândia,Bosque dos Buritis
5.300,3,235,1,3,Uberlândia,Fundinho
7.500,4,440,2,5,Uberlândia,Vigilato Pereira
8.000,4,255,4,3,Uberlândia,Tabajaras
3.800,3,200,2,3,Uberlândia,Santa Mônica
20.000,3,428,0,3,Uberlândia,Morada da Colina
8.000,3,220,3,3,Uberlândia,Nossa Senhora Aparecida
15.000,4,350,4,5,Uberlândia,Nova Uberlândia
4.100,3,200,2,2,Uberlândia,Cidade Jardim
3.000,4,190,3,3,Uberlândia,Bom Jesus
22.000,1,950,5,4,Uberlândia,Centro
3.500,3,220,0,3,Uberlândia,Brasil
15.000,5,600,5,5,Uberlândia,Jardim Karaíba
900,2,50,0,1,Uberlândia,Osvaldo Rezende
5.000,1,150,0,4,Uberlândia,Centro
15.000,4,410,2,5,Uberlândia,Nova Uberlândia
10.000,3,288,2,5,Uberlândia,Nova Uberlândia
1.300,3,85,1,2,Uberlândia,Martins
2.500,4,250,0,5,Uberlândia,Jardim Brasília
3.250,4,200,5,2,Uberlândia,Lídice
5.800,4,300,5,2,Uberlândia,Saraiva
9.000,4,486,5,2,Uberlândia,Cidade Jardim
5.800,3,142,2,4,Uberlândia,Granja Marileusa
15.000,4,582,4,5,Uberlândia,Cidade Jardim
4.500,5,200,4,5,Uberlândia,Vigilato Pereira
12.000,4,600,5,4,Uberlândia,Morada da Colina
8.000,4,300,4,1,Uberlândia,Laranjeiras
6.000,5,200,4,2,Uberlândia,Cazeca
4.500,3,160,3,2,Uberlândia,Jardim Patrícia
7.500,3,181,2,4,Uberlândia,Grand Ville
4.500,3,200,3,3,Uberlândia,Patrimônio
12.000,4,230,4,3,Uberlândia,Granja Marileusa
6.000,4,230,3,3,Uberlândia,Jardim Karaíba
6.000,5,10,5,4,Uberlândia,Jardim Inconfidência
5.800,5,245,5,2,Uberlândia,Jardim Inconfidência
3.300,3,145,2,2,Uberlândia,Santa Mônica
15.000,4,560,4,5,Uberlândia,Cidade Jardim
3.300,4,10,2,2,Uberlândia,Martins
9.700,3,10,2,1,Uberlândia,Jardim Botânico
5.500,4,10,3,5,Uberlândia,Morada da Colina
5.000,4,10,2,5,Uberlândia,Tabajaras
9.800,4,10,4,4,Uberlândia,Aclimação
3.400,3,250,2,2,Uberlândia,Jardim Inconfidência
12.000,4,230,2,1,Uberlândia,Granja Marileusa
12.000,4,384,3,5,Uberlândia,Morada da Colina
2.500,4,10,0,2,Uberlândia,Fundinho
20.000,3,10,4,5,Uberlândia,Morada da Colina
11.500,5,10,2,2,Uberlândia,Fundinho
6.500,5,10,4,3,Uberlândia,Umuarama
6.500,3,10,3,2,Uberlândia,Bosque dos Buritis
10.000,3,10,3,5,Uberlândia,Lídice
9.700,4,10,4,5,Uberlândia,Jardim Botânico
10.500,3,10,4,4,Uberlândia,Aclimação
8.000,3,10,5,3,Uberlândia,Cidade Jardim
13.500,3,269,0,5,Uberlândia,Nova Uberlândia
4.500,3,185,3,3,Uberlândia,Bosque dos Buritis
2.000,2,79,5,1,Uberlândia,Jardim Europa
4.800,3,200,3,3,Uberlândia,Jardim Inconfidência
3.900,3,113,0,2,Uberlândia,Jardim Inconfidência
3.500,4,254,3,1,Uberlândia,Fundinho
1.600,2,90,1,1,Uberlândia,Centro
7.000,3,200,1,1,Uberlândia,Umuarama
8.000,4,277,4,5,Uberlândia,Jardim Colina
3.600,4,290,4,3,Uberlândia,Cidade Jardim
4.500,4,222,2,3,Uberlândia,Jardim Karaíba
4.200,4,368,1,3,Uberlândia,Tabajaras
8.000,4,300,3,5,Uberlândia,Lagoinha
800,2,45,2,1,Uberlândia,Panorama
11.000,3,223,1,4,Uberlândia,Nova Uberlândia
3.000,4,200,2,3,Uberlândia,Martins
1.800,2,70,1,2,Uberlândia,Martins
2.700,3,180,4,2,Uberlândia,Santa Mônica
5.500,3,144,2,2,Uberlândia,Aclimação
600,1,40,0,1,Uberlândia,Jardim das Palmeiras
7.000,4,350,2,4,Uberlândia,Vigilato Pereira
8.000,3,218,2,2,Uberlândia,Grand Ville
8.000,3,218,2,2,Uberlândia,Grand Ville
6.500,3,230,3,4,Uberlândia,Jardim Sul
6.500,3,215,1,2,Uberlândia,Jardim Sul
5.500,4,350,4,4,Uberlândia,Saraiva
12.000,3,250,2,5,Uberlândia,Jardim Botânico
6.500,3,230,2,4,Uberlândia,Jardim Sul
15.000,4,458,5,5,Uberlândia,Jardim Karaíba
4.500,3,160,3,3,Uberlândia,Jardim Patrícia
15.000,3,500,5,5,Uberlândia,Cidade Jardim
9.900,4,500,2,1,Uberlândia,Tabajaras
14.500,4,350,3,3,Uberlândia,Gávea
8.000,3,191,4,3,Uberlândia,Grand Ville
2.200,3,130,1,2,Uberlândia,Nossa Senhora Aparecida
3.900,3,200,3,2,Uberlândia,Daniel Fonseca
2.700,3,157,3,2,Uberlândia,Brasil
3.500,3,190,2,3,Uberlândia,Santa Mônica
4.000,1,125,2,2,Uberlândia,Santa Mônica
1.800,2,70,1,1,Uberlândia,Centro
1.000,3,81,0,1,Uberlândia,Nossa Senhora Aparecida
2.600,2,200,2,2,Uberlândia,Brasil
4.500,3,240,2,1,Uberlândia,Santa Mônica
3.000,2,210,2,2,Uberlândia,Brasil
3.200,3,180,2,2,Uberlândia,Martins
6.000,3,180,4,3,Uberlândia,Cidade Jardim
10.000,4,397,2,2,Uberlândia,Nova Uberlândia
10.000,4,397,2,2,Uberlândia,Nova Uberlândia
10.000,4,397,2,2,Uberlândia,Nova Uberlândia
3.500,3,210,2,3,Uberlândia,Cidade Jardim
7.000,3,258,4,5,Uberlândia,Jardim Inconfidência
1.150,2,113,0,1,Uberlândia,Centro
1.680,1,141,0,2,Uberlândia,Martins
3.500,3,89,0,2,Uberlândia,Martins
670,1,200,0,1,Uberlândia,Martins
6.000,3,290,4,1,Uberlândia,Cidade Jardim
3.400,3,140,4,1,Uberlândia,Cidade Jardim
5.500,4,300,2,5,Uberlândia,Santa Mônica
9.000,5,700,4,5,Uberlândia,Morada da Colina
2.600,4,106,2,3,Uberlândia,Santa Mônica
1.600,3,90,1,3,Uberlândia,Osvaldo Rezende
15.000,3,360,3,5,Uberlândia,Laranjeiras
4.800,3,235,5,2,Uberlândia,Brasil
15.500,4,515,3,5,Uberlândia,Morada da Colina
5.700,3,300,4,4,Uberlândia,Jardim Karaíba
7.700,4,600,0,3,Uberlândia,Vigilato Pereira
8.000,4,478,4,3,Uberlândia,Jardim Colina
8.500,4,170,2,5,Uberlândia,Granja Marileusa
16.000,4,400,4,5,Uberlândia,Morada da Colina
990,2,60,0,1,Uberlândia,Segismundo Pereira
14.000,3,360,2,4,Uberlândia,Nova Uberlândia
21.000,5,800,0,5,Uberlândia,Nova Uberlândia
8.000,3,200,2,3,Uberlândia,Novo Mundo
3.600,3,140,2,2,Uberlândia,Bosque dos Buritis
8.000,3,360,1,3,Uberlândia,Fundinho
7.500,3,240,4,3,Uberlândia,Lagoinha
12.000,3,486,1,4,Uberlândia,Granja Marileusa
12.000,4,800,5,5,Uberlândia,Jardim Karaíba
11.000,4,438,4,4,Uberlândia,Jardim Karaíba
10.000,5,450,0,4,Uberlândia,Morada da Colina
15.000,4,556,1,5,Uberlândia,Morada da Colina
12.500,3,240,2,2,Uberlândia,Gávea
9.800,3,300,4,5,Uberlândia,Aclimação
9.000,4,310,2,1,Uberlândia,Jardim Inconfidência
4.500,3,200,2,2,Uberlândia,Tabajaras
7.500,5,600,5,5,Uberlândia,Umuarama
5.500,4,320,2,5,Uberlândia,Santa Mônica
800,2,50,0,1,Uberlândia,Nossa Senhora Aparecida
9.000,4,699,4,5,Uberlândia,Morada da Colina
11.000,4,230,2,5,Uberlândia,Nova Uberlândia
3.500,3,120,2,1,Uberlândia,Novo Mundo
3.000,3,120,2,1,Uberlândia,Novo Mundo
4.500,4,200,2,3,Uberlândia,Santa Mônica
1.300,3,80,1,1,Uberlândia,Osvaldo Rezende
8.000,4,230,4,2,Uberlândia,Morada da Colina
3.300,3,142,2,2,Uberlândia,Segismundo Pereira
4.500,3,158,3,2,Uberlândia,Jardim Patrícia
3.500,3,90,2,1,Uberlândia,Nossa Senhora Aparecida
6.000,4,10,4,2,Uberlândia,Lídice
3.900,3,112,2,2,Uberlândia,Jardim Inconfidência
3.200,4,348,3,2,Uberlândia,Tubalina
4.200,3,180,3,3,Uberlândia,Tabajaras
4.500,3,158,3,2,Uberlândia,Jardim Patrícia
6.000,3,200,2,3,Uberlândia,Jardim Karaíba
5.700,4,10,5,3,Uberlândia,Cidade Jardim
15.000,4,410,5,5,Uberlândia,Nova Uberlândia
22.000,5,200,0,5,Uberlândia,Nova Uberlândia
12.000,4,396,5,4,Uberlândia,Cidade Jardim
6.000,3,300,2,2,Uberlândia,Jardim Karaíba
10.200,4,253,4,1,Uberlândia,Nova Uberlândia
4.500,3,255,3,1,Uberlândia,Jardim Patrícia
5.000,3,270,5,4,Uberlândia,Santa Mônica
6.000,3,158,3,2,Uberlândia,Brasil
1.600,2,90,0,2,Uberlândia,Nossa Senhora Aparecida
5.000,3,180,5,3,Uberlândia,Jardim Karaíba
3.600,3,180,2,2,Uberlândia,Santa Mônica
6.000,5,370,3,4,Uberlândia,Nossa Senhora das Graças
1.100,2,80,1,1,Uberlândia,Martins
6.000,3,250,2,4,Uberlândia,Cidade Jardim
9.300,3,200,2,4,Uberlândia,Jardim Botânico
10.000,3,223,2,1,Uberlândia,Nova Uberlândia
20.000,3,600,5,5,Uberlândia,Patrimônio
6.000,3,250,2,4,Uberlândia,Cidade Jardim
6.300,3,200,4,3,Uberlândia,Patrimônio
10.000,4,223,2,5,Uberlândia,Nova Uberlândia
6.000,3,220,2,3,Uberlândia,Brasil
3.200,3,170,1,2,Uberlândia,Nossa Senhora Aparecida
3.500,3,122,2,3,Uberlândia,Bosque dos Buritis
5.000,4,250,4,3,Uberlândia,Centro
13.000,4,366,2,5,Uberlândia,Jardim Karaíba
6.300,3,200,0,3,Uberlândia,Jardim Colina
4.300,4,360,3,2,Uberlândia,Tabajaras
6.000,5,500,5,4,Uberlândia,Jardim Karaíba
1.800,2,110,1,1,Uberlândia,Nossa Senhora Aparecida
3.500,3,180,2,4,Uberlândia,Alto Umuarama
2.600,2,120,4,2,Uberlândia,Tibery
2.500,2,60,2,2,Uberlândia,Martins
8.000,2,701,2,2,Uberlândia,Martins
3.000,3,180,3,2,Uberlândia,Santa Mônica
2.200,3,52,2,2,Uberlândia,Bom Jesus
8.500,4,180,2,5,Uberlândia,Umuarama
6.000,4,370,0,2,Uberlândia,Umuarama
1.250,1,57,1,1,Uberlândia,Umuarama
12.500,5,230,4,1,Uberlândia,Granja Marileusa
6.000,3,158,3,3,Uberlândia,Brasil
12.000,4,231,4,5,Uberlândia,Granja Marileusa
5.500,3,260,4,4,Uberlândia,Cidade Jardim
3.500,4,180,3,3,Uberlândia,Alto Umuarama
5.700,4,245,4,2,Uberlândia,Jardim Karaíba
7.800,4,215,2,4,Uberlândia,Lídice
13.000,4,366,3,1,Uberlândia,Jardim Karaíba
3.800,3,81,1,2,Uberlândia,Bosque dos Buritis
5.500,3,260,4,5,Uberlândia,Cidade Jardim
850,3,55,0,1,Uberlândia,Osvaldo Rezende
6.000,5,280,4,3,Uberlândia,Osvaldo Rezende
4.200,3,185,3,2,Uberlândia,Bosque dos Buritis
3.900,3,128,1,3,Uberlândia,Jardim Inconfidência
4.800,5,280,2,3,Uberlândia,Jardim Patrícia
1.800,2,60,0,1,Uberlândia,Presidente Roosevelt
6.000,3,220,3,2,Uberlândia,Brasil
8.000,2,80,5,2,Uberlândia,Osvaldo Rezende
12.000,4,450,2,4,Uberlândia,Morada da Colina
2.800,2,80,1,2,Uberlândia,Osvaldo Rezende
13.000,4,408,5,5,Uberlândia,Morada da Colina
6.800,3,250,3,2,Uberlândia,Umuarama
1.500,2,70,1,1,Uberlândia,Brasil
7.500,3,258,4,4,Uberlândia,Jardim Inconfidência
1.300,3,90,1,2,Uberlândia,Taiaman
1.100,3,90,1,2,Uberlândia,Jardim das Palmeiras
3.800,4,300,4,2,Uberlândia,Centro
6.400,5,400,4,3,Uberlândia,Jardim Karaíba
5.000,3,300,2,4,Uberlândia,Saraiva
11.000,4,230,4,4,Uberlândia,Granja Marileusa
14.000,3,290,3,1,Uberlândia,Morada da Colina
11.000,4,230,0,4,Uberlândia,Granja Marileusa
2.300,1,110,0,2,Uberlândia,Tubalina
12.000,4,230,4,4,Uberlândia,Granja Marileusa
3.800,3,125,2,3,Uberlândia,Bosque dos Buritis
2.500,3,110,1,1,Uberlândia,Tibery
5.000,4,260,3,2,Uberlândia,Santa Mônica
2.100,3,100,1,2,Uberlândia,Tibery
10.000,4,336,2,1,Uberlândia,Vigilato Pereira
4.000,3,160,3,3,Uberlândia,Tabajaras
4.500,4,285,3,2,Uberlândia,Jardim Patrícia
9.000,4,300,1,5,Uberlândia,Morada da Colina
3.000,5,220,2,3,Uberlândia,Lídice
8.500,4,350,5,5,Uberlândia,Cidade Jardim
3.500,2,64,1,1,Uberlândia,Segismundo Pereira
5.000,4,232,2,3,Uberlândia,Santa Mônica
8.500,4,170,2,5,Uberlândia,Granja Marileusa
9.500,3,230,2,4,Uberlândia,Jardim Botânico
12.000,3,250,2,4,Uberlândia,Gávea
6.500,3,280,4,5,Uberlândia,Cidade Jardim
15.000,3,192,2,2,Uberlândia,Granja Marileusa
5.400,3,220,4,4,Uberlândia,Jardim Inconfidência
5.000,4,250,4,4,Uberlândia,Fundinho
2.300,3,170,4,3,Uberlândia,Nova Uberlândia
2.500,2,129,0,1,Uberlândia,Fundinho
3.990,5,270,2,3,Uberlândia,Jaraguá
5.500,5,300,2,3,Uberlândia,Lagoinha
20.900,3,370,2,1,Uberlândia,Nova Uberlândia
4.000,3,160,0,2,Uberlândia,Tabajaras
6.000,3,300,4,5,Uberlândia,Osvaldo Rezende
5.500,3,300,3,4,Uberlândia,Fundinho
1.480,3,71,1,1,Uberlândia,Granada
4.000,4,180,4,5,Uberlândia,Jardim Europa
8.000,4,310,2,2,Uberlândia,Vigilato Pereira
3.100,3,253,2,4,Uberlândia,Brasil
6.000,3,260,4,2,Uberlândia,Cidade Jardim
3.000,3,123,1,4,Uberlândia,Santa Mônica
4.200,4,300,4,4,Uberlândia,Vigilato Pereira
5.000,3,220,4,4,Uberlândia,Cidade Jardim
2.200,2,100,3,2,Uberlândia,Tibery
7.800,5,411,2,2,Uberlândia,Cidade Jardim
1.000,3,60,1,1,Uberlândia,Osvaldo Rezende
1.200,3,95,0,1,Uberlândia,Centro
790,2,50,1,1,Uberlândia,Brasil
4.800,3,180,2,3,Uberlândia,Jardim Europa
8.000,4,350,3,5,Uberlândia,Vigilato Pereira
2.800,3,140,1,1,Uberlândia,Tubalina
7.000,5,200,2,3,Uberlândia,Santa Mônica
3.200,4,282,3,5,Uberlândia,Fundinho
6.000,3,315,3,5,Uberlândia,Osvaldo Rezende
790,2,70,0,1,Uberlândia,Brasil
790,2,70,1,2,Uberlândia,Brasil
790,2,70,1,1,Uberlândia,Brasil
790,2,70,0,1,Uberlândia,Brasil
790,2,70,1,1,Uberlândia,Brasil
6.000,3,270,3,4,Uberlândia,Lídice
6.000,3,250,2,4,Uberlândia,Cidade Jardim
8.000,4,320,4,4,Uberlândia,Jardim Colina
5.500,4,320,4,4,Uberlândia,Cidade Jardim
9.000,4,520,4,4,Uberlândia,Laranjeiras
15.000,5,1500,0,3,Uberlândia,Martins
4.000,3,190,2,4,Uberlândia,Umuarama
2.800,4,100,0,3,Uberlândia,Martins
1.600,2,70,1,1,Uberlândia,Martins
8.000,4,255,4,3,Uberlândia,Fundinho
3.300,3,230,4,3,Uberlândia,Santa Luzia
4.500,3,252,3,2,Uberlândia,Brasil
3.300,3,210,2,2,Uberlândia,Santa Mônica
4.000,4,150,2,2,Uberlândia,Nossa Senhora Aparecida
3.500,3,175,2,1,Uberlândia,Jardim Patrícia
8.000,4,350,5,4,Uberlândia,Jardim Karaíba
2.350,3,65,1,1,Uberlândia,Martins
3.500,4,205,5,1,Uberlândia,Brasil
5.500,5,280,3,4,Uberlândia,Fundinho
15.000,4,370,5,1,Uberlândia,Centro
4.800,3,305,4,1,Uberlândia,Lídice
9.800,5,480,5,5,Uberlândia,Cidade Jardim
3.700,5,160,4,5,Uberlândia,Saraiva
6.000,4,487,2,3,Uberlândia,Fundinho
3.300,3,208,2,2,Uberlândia,Santa Mônica
15.000,4,338,3,5,Uberlândia,Laranjeiras
750,2,52,0,1,Uberlândia,Chácaras Tubalina e Quartel
3.300,2,150,2,2,Uberlândia,Santa Mônica
3.000,4,211,3,2,Uberlândia,Planalto
4.500,3,125,2,2,Uberlândia,Umuarama
8.000,3,218,2,4,Uberlândia,Grand Ville
20.000,3,660,4,5,Uberlândia,Patrimônio
2.000,3,115,1,2,Uberlândia,Brasil
1.300,2,90,1,1,Uberlândia,Santa Mônica
7.500,3,278,4,5,Uberlândia,Jardim Karaíba
4.000,3,112,2,2,Uberlândia,Jardim Inconfidência
1.100,3,52,0,1,Uberlândia,Osvaldo Rezende
1.200,2,58,1,1,Uberlândia,Fundinho
18.000,4,500,4,3,Uberlândia,Morada da Colina
20.000,3,600,4,3,Uberlândia,Morada da Colina
4.300,3,250,5,4,Uberlândia,Jardim Colina
1.800,3,110,1,2,Uberlândia,Nossa Senhora Aparecida
5.000,4,384,4,4,Uberlândia,Jaraguá
20.000,3,600,4,3,Uberlândia,Morada da Colina
5.400,3,245,4,3,Uberlândia,Jardim Inconfidência
1.800,2,134,2,1,Uberlândia,Nossa Senhora das Graças
7.900,5,480,5,5,Uberlândia,Tabajaras
2.350,3,189,4,4,Uberlândia,Nossa Senhora Aparecida
3.500,4,177,5,5,Uberlândia,Daniel Fonseca
920,2,50,1,1,Uberlândia,Brasil
9.000,3,192,2,2,Uberlândia,Jardim das Palmeiras
10.000,5,552,5,5,Uberlândia,Morada da Colina
3.600,3,198,2,2,Uberlândia,Bosque dos Buritis
8.000,3,400,5,4,Uberlândia,Vigilato Pereira
18.000,3,337,3,5,Uberlândia,Nova Uberlândia
13.000,2,344,4,4,Uberlândia,Morada da Colina
5.500,3,396,4,5,Uberlândia,Cidade Jardim
5.400,3,180,5,4,Uberlândia,Jardim Inconfidência
18.000,4,337,3,5,Uberlândia,Nova Uberlândia
4.000,5,180,2,5,Uberlândia,Fundinho
2.500,3,200,2,1,Uberlândia,Maravilha
11.000,5,300,2,2,Uberlândia,Nova Uberlândia
7.900,4,210,3,1,Uberlândia,Tabajaras
